"","country","iso3","g.whoregion","row.rank","year","drs.record.type","all.areas.covered","area.desc","surv.quality","mdr.new","mdr.ret","mdr.unk","xpert.dr.r.new","xpert.dr.r.ret","rr.new","rr.ret","mdr.dst.rlt","mdr.ds.fq2li","mdr.dr.fq","mdr.dr.2li","xdr","rr.dst.rlt","rr.ds.fq2li","rr.dr.fq","rr.dr.2li","rr.dr.fq.2li","rr.dst.rlt.fq","rr.fqr","rr.fqr.pcnt","rr.fqr.pcnt.lo","rr.fqr.pcnt.hi","rs.hr.dst.rlt.fq","rs.hr.fqr.pcnt","rs.hr.fqr.pcnt.lo","rs.hr.fqr.pcnt.hi"
"470","New Caledonia","NCL","WPR",4,2011,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Nigeria","NGA","AFR",1,2022,"Surveillance",1,NA,"N",580,NA,NA,NA,NA,3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3195,39,NA,NA,NA,NA,NA,NA,NA
"472","Nigeria","NGA","AFR",2,2010,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,70,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Netherlands (Kingdom of the)","NLD","EUR",1,2022,"Surveillance",1,NA,"A",6,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA
"474","Netherlands (Kingdom of the)","NLD","EUR",2,2021,"Surveillance",1,NA,"N",7,1,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA
"475","Netherlands (Kingdom of the)","NLD","EUR",3,2020,"Surveillance",1,NA,"N",3,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"476","Netherlands (Kingdom of the)","NLD","EUR",4,2019,"Surveillance",1,NA,"A",6,0,NA,NA,NA,7,0,6,NA,NA,NA,1,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA
"477","Netherlands (Kingdom of the)","NLD","EUR",5,2018,"Surveillance",1,NA,"N",3,0,NA,NA,NA,3,0,3,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Netherlands (Kingdom of the)","NLD","EUR",6,2017,"Surveillance",1,NA,"A",5,1,NA,NA,NA,6,1,5,NA,NA,NA,0,6,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Netherlands (Kingdom of the)","NLD","EUR",7,2016,"Surveillance",1,NA,"A",6,2,NA,NA,NA,NA,NA,8,NA,NA,NA,0,10,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Netherlands (Kingdom of the)","NLD","EUR",8,2015,"Surveillance",1,NA,"A",6,3,NA,NA,NA,NA,NA,9,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Norway","NOR","EUR",1,2022,"Surveillance",1,NA,"N",7,1,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"482","Norway","NOR","EUR",2,2021,"Surveillance",1,NA,"A",6,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"483","Norway","NOR","EUR",3,2020,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"484","Norway","NOR","EUR",4,2018,"Surveillance",1,NA,"A",4,0,NA,NA,NA,6,0,4,NA,NA,NA,0,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Norway","NOR","EUR",5,2017,"Surveillance",1,NA,"A",6,0,NA,NA,NA,6,0,6,NA,NA,NA,0,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Norway","NOR","EUR",6,2015,"Surveillance",1,NA,"A",4,0,NA,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Norway","NOR","EUR",7,2014,"Surveillance",1,NA,"A",5,3,0,NA,NA,NA,NA,8,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Norway","NOR","EUR",8,2013,"Surveillance",1,NA,"A",4,1,0,NA,NA,NA,NA,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Norway","NOR","EUR",9,2012,"Surveillance",1,NA,"A",3,2,1,NA,NA,NA,NA,6,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Norway","NOR","EUR",10,2011,"Surveillance",1,NA,"A",3,0,1,NA,NA,NA,NA,4,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Norway","NOR","EUR",11,2010,"Surveillance",1,NA,"A",6,2,0,NA,NA,NA,NA,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Norway","NOR","EUR",12,2008,"Surveillance",1,NA,"A",1,2,1,NA,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Nauru","NRU","WPR",1,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"494","New Zealand","NZL","WPR",1,2014,"Surveillance",1,NA,"A",2,1,0,NA,NA,NA,NA,3,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","New Zealand","NZL","WPR",2,2012,"Surveillance",1,NA,"A",2,2,0,NA,NA,NA,NA,4,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","New Zealand","NZL","WPR",3,2011,"Surveillance",1,NA,"A",1,1,0,NA,NA,NA,NA,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","New Zealand","NZL","WPR",4,2009,"Surveillance",1,NA,"A",6,1,0,NA,NA,NA,NA,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","New Zealand","NZL","WPR",5,2008,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Oman","OMN","EMR",1,2022,"Surveillance",1,NA,"A",4,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"500","Oman","OMN","EMR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"501","Oman","OMN","EMR",3,2020,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"502","Oman","OMN","EMR",4,2019,"Surveillance",1,NA,"A",4,0,NA,NA,NA,5,0,4,NA,NA,NA,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA
"503","Oman","OMN","EMR",5,2018,"Surveillance",1,NA,"A",4,0,NA,NA,NA,5,0,0,NA,NA,NA,0,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Oman","OMN","EMR",6,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Oman","OMN","EMR",7,2016,"Surveillance",1,NA,"A",4,0,NA,0,0,NA,NA,4,NA,NA,NA,2,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Oman","OMN","EMR",8,2014,"Surveillance",1,NA,"A",6,0,0,0,0,NA,NA,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Oman","OMN","EMR",9,2013,"Surveillance",1,NA,"A",2,0,0,0,0,NA,NA,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Oman","OMN","EMR",10,2012,"Surveillance",1,NA,"A",6,0,0,0,0,NA,NA,6,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Oman","OMN","EMR",11,2011,"Surveillance",1,NA,"A",4,0,0,0,0,NA,NA,4,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Oman","OMN","EMR",12,2010,"Surveillance",1,NA,"A",0,1,0,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Pakistan","PAK","EMR",1,2013,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,94,NA,66,4,1,69,54,17,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Panama","PAN","AMR",1,2019,"Surveillance",1,NA,"N",5,2,NA,NA,NA,22,8,7,NA,NA,NA,2,NA,NA,NA,NA,NA,29,8,NA,NA,NA,NA,NA,NA,NA
"513","Peru","PER","AMR",1,2016,"Surveillance",1,NA,"A",784,515,NA,0,0,NA,NA,1046,NA,NA,NA,109,1104,840,161,212,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Philippines","PHL","WPR",1,2019,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,1,78,69,2,8,1,78,NA,2.5,0.7,9.1,193,2,0.8,5.1
"515","Philippines","PHL","WPR",2,2012,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,93,87,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Palau","PLW","WPR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"517","Palau","PLW","WPR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"518","Palau","PLW","WPR",3,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"519","Palau","PLW","WPR",4,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"520","Palau","PLW","WPR",5,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Palau","PLW","WPR",6,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Palau","PLW","WPR",7,2016,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Palau","PLW","WPR",8,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Palau","PLW","WPR",9,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Palau","PLW","WPR",10,2011,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Palau","PLW","WPR",11,2010,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Papua New Guinea","PNG","WPR",1001,2014,"Survey",0,"Four provinces: National Capital District, Western Province, Madang, Morobe","A",NA,NA,NA,NA,NA,NA,NA,44,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Poland","POL","EUR",1,2018,"Surveillance",1,NA,"A",31,15,NA,NA,NA,37,18,41,NA,NA,NA,12,41,20,18,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Poland","POL","EUR",2,2016,"Surveillance",1,NA,"A",27,18,NA,NA,NA,NA,NA,38,NA,NA,NA,8,38,19,13,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Poland","POL","EUR",3,2008,"Surveillance",1,NA,"A",18,34,NA,NA,NA,NA,NA,52,35,9,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Puerto Rico","PRI","AMR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"532","Puerto Rico","PRI","AMR",2,2018,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Puerto Rico","PRI","AMR",3,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Puerto Rico","PRI","AMR",4,2016,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Puerto Rico","PRI","AMR",5,2014,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Puerto Rico","PRI","AMR",6,2013,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Puerto Rico","PRI","AMR",7,2012,"Surveillance",1,NA,"A",0,1,0,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Puerto Rico","PRI","AMR",8,2010,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Puerto Rico","PRI","AMR",9,2009,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Paraguay","PRY","AMR",1,2008,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","occupied Palestinian territory, including east Jerusalem","PSE","EMR",1,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"542","French Polynesia","PYF","WPR",1,2020,"Surveillance",1,NA,"A",3,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA
"543","French Polynesia","PYF","WPR",2,2018,"Surveillance",1,NA,"A",1,0,NA,NA,NA,1,0,1,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","French Polynesia","PYF","WPR",3,2017,"Surveillance",1,NA,"A",1,1,NA,NA,NA,1,1,2,NA,NA,NA,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","French Polynesia","PYF","WPR",4,2014,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","French Polynesia","PYF","WPR",5,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","French Polynesia","PYF","WPR",6,2009,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Qatar","QAT","EMR",1,2021,"Surveillance",1,NA,"N",5,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA
"549","Qatar","QAT","EMR",2,2020,"Surveillance",1,NA,"A",8,1,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA
"550","Qatar","QAT","EMR",3,2018,"Surveillance",1,NA,"A",3,0,NA,NA,NA,3,0,3,NA,NA,NA,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Qatar","QAT","EMR",4,2017,"Surveillance",1,NA,"A",5,0,NA,NA,NA,5,0,5,NA,NA,NA,0,5,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Qatar","QAT","EMR",5,2014,"Surveillance",1,NA,"A",2,NA,NA,0,NA,NA,NA,2,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Qatar","QAT","EMR",6,2010,"Surveillance",1,NA,"A",4,0,0,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Qatar","QAT","EMR",7,2009,"Surveillance",1,NA,"A",3,0,0,NA,NA,NA,NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Romania","ROU","EUR",1,2015,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,90,56,10,31,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Russian Federation","RUS","EUR",1,2022,"Surveillance",1,NA,"A",7511,10531,NA,NA,NA,8023,11022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17527,6191,NA,NA,NA,NA,NA,NA,NA
"557","Russian Federation","RUS","EUR",2,2021,"Surveillance",1,NA,"A",7162,12084,NA,NA,NA,7707,12745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18843,7346,NA,NA,NA,NA,NA,NA,NA
"558","Russian Federation","RUS","EUR",3,2020,"Surveillance",1,NA,"A",7152,13417,NA,NA,NA,7657,14306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20449,7822,NA,NA,NA,NA,NA,NA,NA
"559","Russian Federation","RUS","EUR",4,2019,"Surveillance",1,NA,"A",8585,15858,NA,NA,NA,9246,17199,23646,NA,NA,NA,5559,NA,NA,NA,NA,NA,25331,9077,NA,NA,NA,NA,NA,NA,NA
"560","Russian Federation","RUS","EUR",5,2018,"Surveillance",1,NA,"A",8880,15155,NA,NA,NA,9654,17011,23997,NA,NA,NA,4970,23919,NA,7737,9063,4970,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Russian Federation","RUS","EUR",6,2017,"Surveillance",1,NA,"A",8206,14611,NA,NA,NA,9312,16567,20477,NA,NA,NA,3562,22528,NA,5672,7403,3562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Russian Federation","RUS","EUR",7,2016,"Surveillance",1,NA,"A",8463,17508,NA,NA,NA,NA,NA,25258,NA,NA,NA,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Rwanda","RWA","AFR",1,2022,"Surveillance",1,NA,"A",NA,NA,NA,NA,NA,44,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,NA,NA,NA,NA,NA,NA,NA
"564","Rwanda","RWA","AFR",2,2019,"Surveillance",1,NA,"A",20,5,NA,NA,NA,75,26,23,NA,NA,NA,0,NA,NA,NA,NA,NA,88,0,NA,NA,NA,NA,NA,NA,NA
"565","Rwanda","RWA","AFR",3,2018,"Surveillance",1,NA,"A",21,7,NA,NA,NA,74,23,28,NA,NA,NA,0,61,60,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Rwanda","RWA","AFR",4,2015,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,23,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Sudan","SDN","EMR",1,2017,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,49,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Senegal","SEN","AFR",1,2014,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,13,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Singapore","SGP","WPR",1,2022,"Surveillance",1,NA,"N",19,2,NA,NA,NA,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,NA,NA,NA,NA,NA,NA,NA
"570","Singapore","SGP","WPR",2,2021,"Surveillance",1,NA,"A",16,2,NA,NA,NA,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA,NA,NA,NA,NA,NA,NA
"571","Singapore","SGP","WPR",3,2020,"Surveillance",1,NA,"A",9,1,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA
"572","Singapore","SGP","WPR",4,2019,"Surveillance",1,NA,"A",10,0,NA,NA,NA,14,1,9,NA,NA,NA,0,NA,NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,NA
"573","Singapore","SGP","WPR",5,2018,"Surveillance",1,NA,"A",11,1,NA,NA,NA,18,3,11,NA,NA,NA,0,17,13,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Singapore","SGP","WPR",6,2017,"Surveillance",1,NA,"A",12,2,NA,NA,NA,17,3,14,NA,NA,NA,0,19,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Singapore","SGP","WPR",7,2016,"Surveillance",1,NA,"A",14,2,NA,0,0,NA,NA,16,NA,NA,NA,0,19,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Singapore","SGP","WPR",8,2015,"Surveillance",1,NA,"A",9,1,NA,1,0,NA,NA,10,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Singapore","SGP","WPR",9,2014,"Surveillance",1,NA,"A",11,1,0,1,0,NA,NA,12,11,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Singapore","SGP","WPR",10,2013,"Surveillance",1,NA,"A",10,2,0,0,0,NA,NA,12,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Singapore","SGP","WPR",11,2012,"Surveillance",1,NA,"A",19,3,0,0,0,NA,NA,22,21,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Singapore","SGP","WPR",12,2011,"Surveillance",1,NA,"A",6,0,0,0,0,NA,NA,6,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Singapore","SGP","WPR",13,2010,"Surveillance",1,NA,"A",2,1,0,NA,NA,NA,NA,3,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Singapore","SGP","WPR",14,2009,"Surveillance",1,NA,"A",3,0,NA,NA,NA,NA,NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Singapore","SGP","WPR",15,2008,"Surveillance",1,NA,"A",1,3,NA,NA,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Serbia","SRB","EUR",1,2012,"Surveillance",1,NA,"A",6,3,0,0,0,NA,NA,9,8,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Serbia","SRB","EUR",2,2011,"Surveillance",1,NA,"A",3,6,0,0,0,NA,NA,9,6,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Suriname","SUR","AMR",1,2021,"Surveillance",1,NA,"A",9,1,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,NA,NA,NA,NA
"587","Suriname","SUR","AMR",2,2019,"Surveillance",1,NA,"A",0,0,NA,NA,NA,6,6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"588","Suriname","SUR","AMR",3,2018,"Surveillance",1,NA,"A",0,0,NA,NA,NA,12,1,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
